NRF1	1212891.84559
A4	1042659.26412
ELAV1	1042237.97737
MYC	664000.716413
GRB2	616092.734646
SUMO2	561282.683244
HS90A	527579.697371
SUMO1	431240.455208
FBX6	417599.890039
CUL3	401650.009288
EP300	353931.199883
UBD	318857.583783
EGFR	311447.614376
1433T	303629.575004
ESR1	300762.774401
FLNC	291335.270986
FLNB	287206.551099
HDAC1	286324.024678
MDM2	280940.768282
PTBP3	267862.862105
P85A	265691.360997
1433Z	264464.082162
RING2	257770.915464
P53	256117.240656
HECW2	253248.808794
BAG3	248869.149904
CSN5	248755.618267
TERA	247404.832721
NEMO	246349.017237
BRCA1	243757.601077
NEDD8	242012.707121
NCK1	240034.205294
SRC	237058.174152
CDK2	233102.231411
SIR7	231149.041646
GBRL2	229726.790788
LRRK2	229143.530882
CSK21	227727.353225
HS90B	222778.97743
TFE2	222159.964596
1433B	220328.358024
HDAC2	219062.875121
LGR4	217891.429824
CDC5L	216815.806345
PP1A	216519.104156
FYN	216282.141254
SOX2	215356.314116
RYK	211237.087086
FINC	210747.268453
EWS	205898.644132
TRAF6	204440.226118
PAF	203108.407681
ILK	202345.053221
SQSTM	202331.176307
1433E	201528.775445
RARA	199182.996461
HD	198083.282502
EF1A1	196194.972645
GSK3B	194906.700357
1433G	194761.949457
SMAD2	193080.891577
SRPK1	192820.280413
CTNB1	191630.358634
CALM	191383.956407
KPYM	190918.28044
PP1G	190602.925433
KPCA	188610.630131
ABL1	184571.420824
CFTR	182960.245005
BMI1	181947.749684
SMAD4	181401.516835
CUL1	180235.294553
ARRB1	178300.756168
SMAD3	176017.401274
ICT1	174056.447006
ARRB2	173359.807803
ANDR	169695.291997
RB	168620.646404
PTN11	168169.082947
PTN6	168117.044258
SIR1	166612.275314
SRPK2	166146.993853
CAND1	165909.96038
UBQL4	165593.581002
RFA1	164817.087316
NEDD4	164650.21045
SMCA4	164228.49638
AKT1	162402.783155
CSK2B	161731.591111
SNW1	161574.120362
PAXI1	159619.970483
SIAH1	158913.204746
NOTC1	158198.366946
PTN12	157873.851539
SKP1	152516.056258
ESR2	152513.356749
PAN2	150449.419309
ZDH17	150271.313918
PEX5	149893.932184
SH3K1	148981.51803
GRP75	148042.489224
VCAM1	146959.955866
FIZ1	145199.865778
EF1G	143831.480232
GBRL1	143417.489363
KAPCA	143269.664349
TF65	141649.845842
PLCG1	141634.588205
TERF1	140248.856221
ATX1	139897.318187
BARD1	139828.456659
KDM1A	139761.491499
RL6	139691.654842
PLK1	139026.154136
UNC5C	137867.998656
EED	137686.890922
ADRB2	137150.55297
UB2L6	135164.405344
CSN6	135130.277511
RAD21	131514.558619
PRKN2	131251.102195
IMA2	130923.374302
STX1A	130757.205837
HDAC6	129979.857667
GFI1B	129870.478658
CDN1A	129174.002067
TPR	128826.5026
CAV1	128691.954007
HDA11	128309.874645
CAC1A	128026.380123
CBL	127599.223583
BCL6	127096.674735
MDFI	126628.965313
CUL2	125030.17213
SP1	124883.020483
MMS19	124870.773047
LYN	124749.18465
CRK	123957.053929
FOS	123460.525317
1433S	123335.863919
AT1A1	122937.957429
1433F	121326.164968
KAP0	120507.392176
PHB	120466.302028
CTBP1	120239.489974
TERF2	120164.163279
DLG4	119949.741694
SHC1	119874.567207
CSK22	119248.398182
SMAD1	119179.128585
PP2AA	119128.74118
ZBT16	118939.2785
TGFR1	118202.998223
UBC9	117257.285622
RFA2	117193.27758
SUV91	116089.496588
CC85B	115826.351221
VDR	115498.372808
JUN	114762.250106
GBRAP	114516.849671
SSPO	114489.001273
NRL	114198.903983
CBP	114185.574053
SIN3A	114086.562954
LEG1	112961.192579
APC	112468.694741
H31T	112377.704735
H2AX	111605.667438
IL6RB	111573.286517
FLNA	111453.020508
ERBB2	111430.118538
CUL4A	111121.959897
ACTB	110399.319444
GNAI2	110268.043583
VHL	110026.843175
SOCS1	109354.818147
RFA3	109001.402483
MPDZ	108806.145239
IQCB1	107796.77809
CD2A1	107314.714822
AGO2	106807.295108
NUP98	106763.275871
PRS8	106755.223607
PICK1	106495.7621
FLT3L	106180.234115
2AAA	105985.189159
CIAO1	105736.09026
PIN1	105208.196703
RL31	105157.689654
KC1E	104618.415894
XPO1	103360.826144
TIF1B	102949.577333
ATN1	102575.670559
VINC	102493.282998
SMUF1	102295.231184
DLG1	102203.742568
IFT57	101267.228872
WWOX	100646.309127
GRP78	100237.506113
ALBU	99650.2609686
MK03	99569.1569173
ACK1	98929.7815139
SMAD9	98390.010578
LRP1	98377.9472179
MLP3A	98303.3954819
SNTA1	97293.032517
MK06	97292.8465749
RPB1	97184.7521474
G3P	97112.7377669
VIME	96723.6470317
H4	96683.8778504
MYH9	96383.9424684
DISC1	96119.3099006
SUMO3	96062.0490818
SUZ12	94859.8709802
H31	94577.9231148
HEMGN	94342.9385648
T22D1	93977.9842142
HSP74	93942.0024783
UBP7	93675.9263149
RASH	93157.2064132
SOCS2	92622.2704115
PCNA	91676.956456
UB2D2	91487.0428699
ETS1	90383.6654139
IKKE	89984.3102995
RAC1	89795.3705395
KC1A	89676.3567579
TRAF2	89499.0432981
GOGA2	89422.7028852
ARF1	89355.271543
CBX5	89027.4114047
TE2IP	88949.5326932
FANCA	88907.977349
MC4R	88876.5931677
MK14	88292.201325
JAK1	88128.1997303
SETB1	88047.5415219
DCNL1	87734.6032698
STAT3	87670.4897468
LNX1	87369.7529521
CDC37	86603.7826398
MYOD1	86238.4828724
CREB3	85411.1647379
POTE1	85374.8109873
PR40A	85354.0743788
GCR	85173.3325886
KPCD	84390.8601465
