gene_id_a	gene_id_b	edge_id
id:2	id:163	id:163:id:2
id:2	id:639	id:2:id:639
id:2	id:1437	id:1437:id:2
id:2	id:1499	id:1499:id:2
id:2	id:3015	id:2:id:3015
id:2	id:3221	id:2:id:3221
id:2	id:4067	id:2:id:4067
id:2	id:4332	id:2:id:4332
id:2	id:5295	id:2:id:5295
id:2	id:6606	id:2:id:6606
id:2	id:7003	id:2:id:7003
id:2	id:7295	id:2:id:7295
id:2	id:7428	id:2:id:7428
id:2	id:7732	id:2:id:7732
id:2	id:8322	id:2:id:8322
id:2	id:8357	id:2:id:8357
id:2	id:8533	id:2:id:8533
id:2	id:8554	id:2:id:8554
id:2	id:8676	id:2:id:8676
id:2	id:9922	id:2:id:9922
id:2	id:9976	id:2:id:9976
id:2	id:10105	id:10105:id:2
id:2	id:10273	id:10273:id:2
id:2	id:10524	id:10524:id:2
id:2	id:10813	id:10813:id:2
id:2	id:11218	id:11218:id:2
id:2	id:11315	id:11315:id:2
id:2	id:23191	id:2:id:23191
id:2	id:23682	id:2:id:23682
id:2	id:26284	id:2:id:26284
id:2	id:26468	id:2:id:26468
id:2	id:51699	id:2:id:51699
id:2	id:55611	id:2:id:55611
id:2	id:56957	id:2:id:56957
id:2	id:57054	id:2:id:57054
id:2	id:57591	id:2:id:57591
id:2	id:58489	id:2:id:58489
id:2	id:65082	id:2:id:65082
id:2	id:84708	id:2:id:84708
id:2	id:84709	id:2:id:84709
id:2	id:93621	id:2:id:93621
id:2	id:93974	id:2:id:93974
id:2	id:116092	id:116092:id:2
id:2	id:117581	id:117581:id:2
id:2	id:138065	id:138065:id:2
id:2	id:140691	id:140691:id:2
id:2	id:167465	id:167465:id:2
id:2	id:283150	id:2:id:283150
id:2	id:337879	id:2:id:337879
id:2	id:353324	id:2:id:353324
id:2	id:386675	id:2:id:386675
id:2	id:395539	id:2:id:395539
id:2	id:415117	id:2:id:415117
id:12	id:10273	id:10273:id:12
id:12	id:51699	id:12:id:51699
id:12	id:65082	id:12:id:65082
id:58	id:815	id:58:id:815
id:58	id:7568	id:58:id:7568
id:58	id:81493	id:58:id:81493
id:58	id:114824	id:114824:id:58
id:58	id:121549	id:121549:id:58
id:58	id:388324	id:388324:id:58
id:58	id:400566	id:400566:id:58
id:60	id:51699	id:51699:id:60
id:154	id:2146	id:154:id:2146
id:154	id:22936	id:154:id:22936
id:154	id:22938	id:154:id:22938
id:154	id:27154	id:154:id:27154
id:154	id:51444	id:154:id:51444
id:154	id:54014	id:154:id:54014
id:154	id:57097	id:154:id:57097
id:154	id:79733	id:154:id:79733
id:154	id:83459	id:154:id:83459
id:154	id:84066	id:154:id:84066
id:154	id:93974	id:154:id:93974
id:154	id:196549	id:154:id:196549
id:154	id:199964	id:154:id:199964
id:154	id:339965	id:154:id:339965
id:154	id:349035	id:154:id:349035
id:156	id:1453	id:1453:id:156
id:156	id:2065	id:156:id:2065
id:156	id:4684	id:156:id:4684
id:177	id:57708	id:177:id:57708
id:177	id:150590	id:150590:id:177
id:183	id:4833	id:183:id:4833
id:183	id:4867	id:183:id:4867
id:183	id:5639	id:183:id:5639
id:183	id:8890	id:183:id:8890
id:183	id:10419	id:10419:id:183
id:183	id:10618	id:10618:id:183
id:183	id:29934	id:183:id:29934
id:183	id:55106	id:183:id:55106
id:183	id:84548	id:183:id:84548
id:183	id:137196	id:137196:id:183
id:183	id:154807	id:154807:id:183
id:185	id:7417	id:185:id:7417
id:185	id:91039	id:185:id:91039
id:185	id:158809	id:158809:id:185
id:207	id:815	id:207:id:815
id:207	id:2534	id:207:id:2534
id:207	id:5566	id:207:id:5566
id:207	id:7295	id:207:id:7295
id:207	id:7572	id:207:id:7572
id:207	id:8437	id:207:id:8437
id:207	id:9267	id:207:id:9267
id:207	id:23273	id:207:id:23273
id:207	id:51083	id:207:id:51083
id:207	id:53339	id:207:id:53339
id:207	id:54507	id:207:id:54507
id:207	id:86614	id:207:id:86614
id:213	id:5465	id:213:id:5465
id:213	id:5928	id:213:id:5928
id:213	id:56957	id:213:id:56957
id:213	id:79734	id:213:id:79734
id:213	id:140691	id:140691:id:213
id:301	id:55194	id:301:id:55194
id:301	id:84933	id:301:id:84933
id:301	id:352999	id:301:id:352999
id:322	id:1659	id:1659:id:322
id:322	id:8403	id:322:id:8403
id:322	id:10280	id:10280:id:322
id:322	id:23157	id:23157:id:322
id:322	id:27257	id:27257:id:322
id:322	id:84893	id:322:id:84893
id:323	id:163	id:163:id:323
id:323	id:332	id:323:id:332
id:323	id:467	id:323:id:467
id:323	id:815	id:323:id:815
id:323	id:892	id:323:id:892
id:323	id:1616	id:1616:id:323
id:323	id:1747	id:1747:id:323
id:323	id:2122	id:2122:id:323
id:323	id:2140	id:2140:id:323
id:323	id:2189	id:2189:id:323
id:323	id:2534	id:2534:id:323
id:323	id:3101	id:3101:id:323
id:323	id:3202	id:3202:id:323
id:323	id:4222	id:323:id:4222
id:323	id:4733	id:323:id:4733
id:323	id:4899	id:323:id:4899
id:323	id:5110	id:323:id:5110
id:323	id:5187	id:323:id:5187
id:323	id:5307	id:323:id:5307
id:323	id:5566	id:323:id:5566
id:323	id:6540	id:323:id:6540
id:323	id:6996	id:323:id:6996
id:323	id:7182	id:323:id:7182
id:323	id:7335	id:323:id:7335
id:323	id:7417	id:323:id:7417
id:323	id:7681	id:323:id:7681
id:323	id:7709	id:323:id:7709
id:323	id:7873	id:323:id:7873
id:323	id:8193	id:323:id:8193
id:323	id:8554	id:323:id:8554
id:323	id:8574	id:323:id:8574
id:323	id:8760	id:323:id:8760
id:323	id:8819	id:323:id:8819
id:323	id:8862	id:323:id:8862
id:323	id:9922	id:323:id:9922
id:323	id:10133	id:10133:id:323
id:323	id:10254	id:10254:id:323
id:323	id:10467	id:10467:id:323
id:323	id:10621	id:10621:id:323
id:323	id:10787	id:10787:id:323
id:323	id:11339	id:11339:id:323
id:323	id:22921	id:22921:id:323
id:323	id:22936	id:22936:id:323
id:323	id:25830	id:25830:id:323
id:323	id:25870	id:25870:id:323
id:323	id:26166	id:26166:id:323
id:323	id:26469	id:26469:id:323
id:323	id:29116	id:29116:id:323
id:323	id:54845	id:323:id:54845
id:323	id:55515	id:323:id:55515
id:323	id:55603	id:323:id:55603
id:323	id:55690	id:323:id:55690
id:323	id:55738	id:323:id:55738
id:323	id:55916	id:323:id:55916
id:323	id:57591	id:323:id:57591
id:323	id:58489	id:323:id:58489
id:323	id:79047	id:323:id:79047
id:323	id:79089	id:323:id:79089
id:323	id:79095	id:323:id:79095
id:323	id:79733	id:323:id:79733
id:323	id:79734	id:323:id:79734
id:323	id:79970	id:323:id:79970
id:323	id:83595	id:323:id:83595
id:323	id:83933	id:323:id:83933
id:323	id:84084	id:323:id:84084
id:323	id:84709	id:323:id:84709
id:323	id:84933	id:323:id:84933
id:323	id:84936	id:323:id:84936
id:323	id:84988	id:323:id:84988
id:323	id:90427	id:323:id:90427
id:323	id:90736	id:323:id:90736
id:323	id:93621	id:323:id:93621
id:323	id:112597	id:112597:id:323
id:323	id:118738	id:118738:id:323
id:323	id:121549	id:121549:id:323
id:323	id:124044	id:124044:id:323
id:323	id:136895	id:136895:id:323
id:323	id:138065	id:138065:id:323
id:323	id:147700	id:147700:id:323
id:323	id:149840	id:149840:id:323
id:323	id:153527	id:153527:id:323
id:323	id:158471	id:158471:id:323
id:323	id:163786	id:163786:id:323
id:323	id:167465	id:167465:id:323
id:323	id:200734	id:200734:id:323
id:323	id:200765	id:200765:id:323
id:323	id:203245	id:203245:id:323
id:323	id:219670	id:219670:id:323
id:323	id:221718	id:221718:id:323
id:323	id:283150	id:283150:id:323
id:323	id:317762	id:317762:id:323
id:323	id:337879	id:323:id:337879
id:323	id:337882	id:323:id:337882
id:323	id:338809	id:323:id:338809
id:323	id:338917	id:323:id:338917
id:323	id:339231	id:323:id:339231
id:323	id:353324	id:323:id:353324
id:323	id:445571	id:323:id:445571
id:323	id:554206	id:323:id:554206
id:323	id:642947	id:323:id:642947
id:333	id:51699	id:333:id:51699
id:334	id:4088	id:334:id:4088
id:334	id:6198	id:334:id:6198
id:334	id:6477	id:334:id:6477
id:334	id:6811	id:334:id:6811
id:334	id:6949	id:334:id:6949
id:334	id:10813	id:10813:id:334
id:334	id:23071	id:23071:id:334
id:334	id:57787	id:334:id:57787
id:334	id:63827	id:334:id:63827
id:334	id:83941	id:334:id:83941
id:348	id:334	id:334:id:348
id:348	id:949	id:348:id:949
id:348	id:1270	id:1270:id:348
id:348	id:2898	id:2898:id:348
id:348	id:3956	id:348:id:3956
id:348	id:4133	id:348:id:4133
id:348	id:4137	id:348:id:4137
id:348	id:4502	id:348:id:4502
id:348	id:4733	id:348:id:4733
id:348	id:5717	id:348:id:5717
id:348	id:7126	id:348:id:7126
id:348	id:7572	id:348:id:7572
id:348	id:7804	id:348:id:7804
id:348	id:9039	id:348:id:9039
id:348	id:9746	id:348:id:9746
id:348	id:10181	id:10181:id:348
id:348	id:11117	id:11117:id:348
id:348	id:11186	id:11186:id:348
id:348	id:22921	id:22921:id:348
id:348	id:23548	id:23548:id:348
id:348	id:25763	id:25763:id:348
id:348	id:50617	id:348:id:50617
id:348	id:50808	id:348:id:50808
id:348	id:54744	id:348:id:54744
id:348	id:54778	id:348:id:54778
id:348	id:55813	id:348:id:55813
id:348	id:64858	id:348:id:64858
id:348	id:79096	id:348:id:79096
id:348	id:92483	id:348:id:92483
id:348	id:124044	id:124044:id:348
id:348	id:128653	id:128653:id:348
id:348	id:653404	id:348:id:653404
id:351	id:12	id:12:id:351
id:351	id:60	id:351:id:60
id:351	id:102	id:102:id:351
id:351	id:116	id:116:id:351
id:351	id:117	id:117:id:351
id:351	id:156	id:156:id:351
id:351	id:163	id:163:id:351
id:351	id:176	id:176:id:351
id:351	id:177	id:177:id:351
id:351	id:322	id:322:id:351
id:351	id:323	id:323:id:351
id:351	id:325	id:325:id:351
id:351	id:332	id:332:id:351
id:351	id:334	id:334:id:351
id:351	id:335	id:335:id:351
id:351	id:377	id:351:id:377
id:351	id:387	id:351:id:387
id:351	id:481	id:351:id:481
id:351	id:572	id:351:id:572
id:351	id:596	id:351:id:596
id:351	id:627	id:351:id:627
id:351	id:642	id:351:id:642
id:351	id:801	id:351:id:801
id:351	id:811	id:351:id:811
id:351	id:813	id:351:id:813
id:351	id:815	id:351:id:815
id:351	id:821	id:351:id:821
id:351	id:823	id:351:id:823
id:351	id:834	id:351:id:834
id:351	id:836	id:351:id:836
id:351	id:841	id:351:id:841
id:351	id:857	id:351:id:857
id:351	id:908	id:351:id:908
id:351	id:948	id:351:id:948
id:351	id:949	id:351:id:949
id:351	id:961	id:351:id:961
id:351	id:983	id:351:id:983
id:351	id:1020	id:1020:id:351
id:351	id:1031	id:1031:id:351
id:351	id:1137	id:1137:id:351
id:351	id:1139	id:1139:id:351
id:351	id:1191	id:1191:id:351
id:351	id:1270	id:1270:id:351
id:351	id:1287	id:1287:id:351
id:351	id:1288	id:1288:id:351
id:351	id:1360	id:1360:id:351
id:351	id:1410	id:1410:id:351
id:351	id:1453	id:1453:id:351
id:351	id:1457	id:1457:id:351
id:351	id:1471	id:1471:id:351
id:351	id:1600	id:1600:id:351
id:351	id:1601	id:1601:id:351
id:351	id:1639	id:1639:id:351
id:351	id:1780	id:1780:id:351
id:351	id:1848	id:1848:id:351
id:351	id:1857	id:1857:id:351
id:351	id:1861	id:1861:id:351
id:351	id:1869	id:1869:id:351
id:351	id:2002	id:2002:id:351
id:351	id:2035	id:2035:id:351
id:351	id:2147	id:2147:id:351
id:351	id:2161	id:2161:id:351
id:351	id:2185	id:2185:id:351
id:351	id:2192	id:2192:id:351
id:351	id:2259	id:2259:id:351
id:351	id:2280	id:2280:id:351
id:351	id:2319	id:2319:id:351
id:351	id:2358	id:2358:id:351
id:351	id:2534	id:2534:id:351
id:351	id:2597	id:2597:id:351
id:351	id:2870	id:2870:id:351
id:351	id:2902	id:2902:id:351
id:351	id:2923	id:2923:id:351
id:351	id:2932	id:2932:id:351
id:351	id:2948	id:2948:id:351
id:351	id:3028	id:3028:id:351
id:351	id:3032	id:3032:id:351
id:351	id:3084	id:3084:id:351
id:351	id:3146	id:3146:id:351
id:351	id:3163	id:3163:id:351
id:351	id:3304	id:3304:id:351
id:351	id:3309	id:3309:id:351
id:351	id:3312	id:3312:id:351
id:351	id:3315	id:3315:id:351
id:351	id:3316	id:3316:id:351
id:351	id:3320	id:3320:id:351
id:351	id:3329	id:3329:id:351
id:351	id:3416	id:3416:id:351
id:351	id:3688	id:351:id:3688
id:351	id:3725	id:351:id:3725
id:351	id:3727	id:351:id:3727
id:351	id:3827	id:351:id:3827
id:351	id:3831	id:351:id:3831
id:351	id:3845	id:351:id:3845
id:351	id:3910	id:351:id:3910
id:351	id:4035	id:351:id:4035
id:351	id:4043	id:351:id:4043
id:351	id:4067	id:351:id:4067
id:351	id:4088	id:351:id:4088
id:351	id:4089	id:351:id:4089
id:351	id:4137	id:351:id:4137
id:351	id:4139	id:351:id:4139
id:351	id:4143	id:351:id:4143
id:351	id:4155	id:351:id:4155
id:351	id:4311	id:351:id:4311
id:351	id:4313	id:351:id:4313
id:351	id:4627	id:351:id:4627
id:351	id:4666	id:351:id:4666
id:351	id:4681	id:351:id:4681
id:351	id:4729	id:351:id:4729
id:351	id:4735	id:351:id:4735
id:351	id:4744	id:351:id:4744
id:351	id:4747	id:351:id:4747
id:351	id:4803	id:351:id:4803
id:351	id:4851	id:351:id:4851
id:351	id:4855	id:351:id:4855
id:351	id:4860	id:351:id:4860
id:351	id:4924	id:351:id:4924
id:351	id:4929	id:351:id:4929
id:351	id:4942	id:351:id:4942
id:351	id:5045	id:351:id:5045
id:351	id:5071	id:351:id:5071
id:351	id:5156	id:351:id:5156
id:351	id:5159	id:351:id:5159
id:351	id:5163	id:351:id:5163
id:351	id:5223	id:351:id:5223
id:351	id:5291	id:351:id:5291
id:351	id:5294	id:351:id:5294
id:351	id:5295	id:351:id:5295
id:351	id:5300	id:351:id:5300
id:351	id:5328	id:351:id:5328
id:351	id:5337	id:351:id:5337
id:351	id:5338	id:351:id:5338
id:351	id:5347	id:351:id:5347
id:351	id:5359	id:351:id:5359
id:351	id:5413	id:351:id:5413
id:351	id:5414	id:351:id:5414
id:351	id:5478	id:351:id:5478
id:351	id:5499	id:351:id:5499
id:351	id:5504	id:351:id:5504
id:351	id:5515	id:351:id:5515
id:351	id:5520	id:351:id:5520
id:351	id:5521	id:351:id:5521
id:351	id:5525	id:351:id:5525
id:351	id:5533	id:351:id:5533
id:351	id:5566	id:351:id:5566
id:351	id:5567	id:351:id:5567
id:351	id:5568	id:351:id:5568
id:351	id:5580	id:351:id:5580
id:351	id:5581	id:351:id:5581
id:351	id:5585	id:351:id:5585
id:351	id:5594	id:351:id:5594
id:351	id:5605	id:351:id:5605
id:351	id:5621	id:351:id:5621
id:351	id:5644	id:351:id:5644
id:351	id:5653	id:351:id:5653
id:351	id:5660	id:351:id:5660
id:351	id:5663	id:351:id:5663
id:351	id:5664	id:351:id:5664
id:351	id:5696	id:351:id:5696
id:351	id:5702	id:351:id:5702
id:351	id:5870	id:351:id:5870
id:351	id:5879	id:351:id:5879
id:351	id:5894	id:351:id:5894
id:351	id:6158	id:351:id:6158
id:351	id:6196	id:351:id:6196
id:351	id:6198	id:351:id:6198
id:351	id:6285	id:351:id:6285
id:351	id:6300	id:351:id:6300
id:351	id:6303	id:351:id:6303
id:351	id:6310	id:351:id:6310
id:351	id:6382	id:351:id:6382
id:351	id:6477	id:351:id:6477
id:351	id:6620	id:351:id:6620
id:351	id:6622	id:351:id:6622
id:351	id:6643	id:351:id:6643
id:351	id:6653	id:351:id:6653
id:351	id:6710	id:351:id:6710
id:351	id:6750	id:351:id:6750
id:351	id:6753	id:351:id:6753
id:351	id:6774	id:351:id:6774
id:351	id:6811	id:351:id:6811
id:351	id:6812	id:351:id:6812
id:351	id:6850	id:351:id:6850
id:351	id:6855	id:351:id:6855
id:351	id:6900	id:351:id:6900
id:351	id:6908	id:351:id:6908
id:351	id:6943	id:351:id:6943
id:351	id:7050	id:351:id:7050
id:351	id:7070	id:351:id:7070
id:351	id:7083	id:351:id:7083
id:351	id:7087	id:351:id:7087
id:351	id:7114	id:351:id:7114
id:351	id:7124	id:351:id:7124
id:351	id:7159	id:351:id:7159
id:351	id:7184	id:351:id:7184
id:351	id:7276	id:351:id:7276
id:351	id:7277	id:351:id:7277
id:351	id:7314	id:351:id:7314
id:351	id:7322	id:351:id:7322
id:351	id:7374	id:351:id:7374
id:351	id:7480	id:351:id:7480
id:351	id:7490	id:351:id:7490
id:351	id:7529	id:351:id:7529
id:351	id:7572	id:351:id:7572
id:351	id:7732	id:351:id:7732
id:351	id:7846	id:351:id:7846
id:351	id:7965	id:351:id:7965
id:351	id:8192	id:351:id:8192
id:351	id:8260	id:351:id:8260
id:351	id:8437	id:351:id:8437
id:351	id:8514	id:351:id:8514
id:351	id:8611	id:351:id:8611
id:351	id:8650	id:351:id:8650
id:351	id:8675	id:351:id:8675
id:351	id:8692	id:351:id:8692
id:351	id:8741	id:351:id:8741
id:351	id:8754	id:351:id:8754
id:351	id:8848	id:351:id:8848
id:351	id:8878	id:351:id:8878
id:351	id:8883	id:351:id:8883
id:351	id:8894	id:351:id:8894
id:351	id:9039	id:351:id:9039
id:351	id:9099	id:351:id:9099
id:351	id:9118	id:351:id:9118
id:351	id:9377	id:351:id:9377
id:351	id:9445	id:351:id:9445
id:351	id:9475	id:351:id:9475
id:351	id:9546	id:351:id:9546
id:351	id:9627	id:351:id:9627
id:351	id:9637	id:351:id:9637
id:351	id:9645	id:351:id:9645
id:351	id:9746	id:351:id:9746
id:351	id:9784	id:351:id:9784
id:351	id:9922	id:351:id:9922
id:351	id:10048	id:10048:id:351
id:351	id:10096	id:10096:id:351
id:351	id:10130	id:10130:id:351
id:351	id:10134	id:10134:id:351
id:351	id:10158	id:10158:id:351
id:351	id:10200	id:10200:id:351
id:351	id:10228	id:10228:id:351
id:351	id:10298	id:10298:id:351
id:351	id:10307	id:10307:id:351
id:351	id:10513	id:10513:id:351
id:351	id:10524	id:10524:id:351
id:351	id:10529	id:10529:id:351
id:351	id:10540	id:10540:id:351
id:351	id:10664	id:10664:id:351
id:351	id:10716	id:10716:id:351
id:351	id:10776	id:10776:id:351
id:351	id:10813	id:10813:id:351
id:351	id:10951	id:10951:id:351
id:351	id:10972	id:10972:id:351
id:351	id:11151	id:11151:id:351
id:351	id:11198	id:11198:id:351
id:351	id:11315	id:11315:id:351
id:351	id:22883	id:22883:id:351
id:351	id:22976	id:22976:id:351
id:351	id:23071	id:23071:id:351
id:351	id:23176	id:23176:id:351
id:351	id:23621	id:23621:id:351
id:351	id:25825	id:25825:id:351
id:351	id:26088	id:26088:id:351
id:351	id:26098	id:26098:id:351
id:351	id:26206	id:26206:id:351
id:351	id:26574	id:26574:id:351
id:351	id:26986	id:26986:id:351
id:351	id:28971	id:28971:id:351
id:351	id:29979	id:29979:id:351
id:351	id:30818	id:30818:id:351
id:351	id:51107	id:351:id:51107
id:351	id:51361	id:351:id:51361
id:351	id:51422	id:351:id:51422
id:351	id:51435	id:351:id:51435
id:351	id:51655	id:351:id:51655
id:351	id:51699	id:351:id:51699
id:351	id:53353	id:351:id:53353
id:351	id:53358	id:351:id:53358
id:351	id:54205	id:351:id:54205
id:351	id:54778	id:351:id:54778
id:351	id:55274	id:351:id:55274
id:351	id:55611	id:351:id:55611
id:351	id:55737	id:351:id:55737
id:351	id:55823	id:351:id:55823
id:351	id:55851	id:351:id:55851
id:351	id:57591	id:351:id:57591
id:351	id:57787	id:351:id:57787
id:351	id:58533	id:351:id:58533
id:351	id:63827	id:351:id:63827
id:351	id:65018	id:351:id:65018
id:351	id:65082	id:351:id:65082
id:351	id:80349	id:351:id:80349
id:351	id:80757	id:351:id:80757
id:351	id:81631	id:351:id:81631
id:351	id:83464	id:351:id:83464
id:351	id:83899	id:351:id:83899
id:351	id:83941	id:351:id:83941
id:351	id:84570	id:351:id:84570
id:351	id:84709	id:351:id:84709
id:351	id:84894	id:351:id:84894
id:351	id:84954	id:351:id:84954
id:351	id:91147	id:351:id:91147
id:351	id:92483	id:351:id:92483
id:351	id:114034	id:114034:id:351
id:351	id:114088	id:114088:id:351
id:351	id:124044	id:124044:id:351
id:351	id:129049	id:129049:id:351
id:351	id:150082	id:150082:id:351
id:351	id:167465	id:167465:id:351
id:351	id:203068	id:203068:id:351
id:351	id:206358	id:206358:id:351
id:351	id:246744	id:246744:id:351
id:351	id:255022	id:255022:id:351
id:351	id:257364	id:257364:id:351
id:351	id:339231	id:339231:id:351
id:384	id:653404	id:384:id:653404
id:443	id:8533	id:443:id:8533
id:443	id:8554	id:443:id:8554
id:443	id:29978	id:29978:id:443
id:443	id:50613	id:443:id:50613
id:443	id:143630	id:143630:id:443
id:478	id:666	id:478:id:666
id:478	id:815	id:478:id:815
id:478	id:2140	id:2140:id:478
id:478	id:6498	id:478:id:6498
id:478	id:6929	id:478:id:6929
id:478	id:7158	id:478:id:7158
id:478	id:7568	id:478:id:7568
id:478	id:54845	id:478:id:54845
id:478	id:55697	id:478:id:55697
id:478	id:56907	id:478:id:56907
id:478	id:64106	id:478:id:64106
id:478	id:81493	id:478:id:81493
id:478	id:114824	id:114824:id:478
id:478	id:121549	id:121549:id:478
id:478	id:166793	id:166793:id:478
id:478	id:388324	id:388324:id:478
id:478	id:400566	id:400566:id:478
id:498	id:204	id:204:id:498
id:498	id:400566	id:400566:id:498
id:515	id:9812	id:515:id:9812
id:515	id:51702	id:515:id:51702
id:515	id:79980	id:515:id:79980
id:515	id:150864	id:150864:id:515
id:515	id:155368	id:155368:id:515
id:567	id:26108	id:26108:id:567
id:627	id:177	id:177:id:627
id:627	id:307	id:307:id:627
id:627	id:740	id:627:id:740
id:627	id:815	id:627:id:815
id:627	id:1400	id:1400:id:627
id:627	id:1499	id:1499:id:627
id:627	id:1774	id:1774:id:627
id:627	id:2052	id:2052:id:627
id:627	id:2524	id:2524:id:627
id:627	id:2534	id:2534:id:627
id:627	id:3200	id:3200:id:627
id:627	id:3929	id:3929:id:627
id:627	id:5566	id:5566:id:627
id:627	id:5631	id:5631:id:627
id:627	id:7295	id:627:id:7295
id:627	id:8468	id:627:id:8468
id:627	id:9267	id:627:id:9267
id:627	id:9690	id:627:id:9690
id:627	id:10170	id:10170:id:627
id:627	id:10524	id:10524:id:627
id:627	id:10640	id:10640:id:627
id:627	id:10870	id:10870:id:627
id:627	id:23273	id:23273:id:627
id:627	id:50808	id:50808:id:627
id:627	id:51083	id:51083:id:627
id:627	id:53339	id:53339:id:627
id:627	id:54507	id:54507:id:627
id:627	id:54882	id:54882:id:627
id:627	id:54886	id:54886:id:627
id:627	id:54946	id:54946:id:627
id:627	id:64396	id:627:id:64396
id:627	id:64755	id:627:id:64755
id:627	id:79816	id:627:id:79816
id:627	id:80304	id:627:id:80304
id:627	id:83464	id:627:id:83464
id:627	id:84940	id:627:id:84940
id:627	id:86614	id:627:id:86614
id:627	id:90333	id:627:id:90333
id:627	id:90416	id:627:id:90416
id:627	id:112609	id:112609:id:627
id:627	id:124460	id:124460:id:627
id:627	id:137196	id:137196:id:627
id:627	id:196441	id:196441:id:627
id:627	id:204962	id:204962:id:627
id:627	id:259295	id:259295:id:627
id:633	id:25894	id:25894:id:633
id:633	id:51699	id:51699:id:633
id:633	id:55086	id:55086:id:633
id:633	id:79980	id:633:id:79980
id:633	id:84445	id:633:id:84445
id:642	id:334	id:334:id:642
id:642	id:834	id:642:id:834
id:642	id:4035	id:4035:id:642
id:642	id:10813	id:10813:id:642
id:642	id:10926	id:10926:id:642
id:642	id:51699	id:51699:id:642
id:672	id:8678	id:672:id:8678
id:793	id:91272	id:793:id:91272
id:811	id:1311	id:1311:id:811
id:811	id:1774	id:1774:id:811
id:811	id:2524	id:2524:id:811
id:811	id:2702	id:2702:id:811
id:811	id:2775	id:2775:id:811
id:811	id:3123	id:3123:id:811
id:811	id:3283	id:3283:id:811
id:811	id:3417	id:3417:id:811
id:811	id:3821	id:3821:id:811
id:811	id:3956	id:3956:id:811
id:811	id:3964	id:3964:id:811
id:811	id:4072	id:4072:id:811
id:811	id:4101	id:4101:id:811
id:811	id:4849	id:4849:id:811
id:811	id:5475	id:5475:id:811
id:811	id:5704	id:5704:id:811
id:811	id:5708	id:5708:id:811
id:811	id:5908	id:5908:id:811
id:811	id:6155	id:6155:id:811
id:811	id:6237	id:6237:id:811
id:811	id:6901	id:6901:id:811
id:811	id:6999	id:6999:id:811
id:811	id:7059	id:7059:id:811
id:811	id:7307	id:7307:id:811
id:811	id:8402	id:811:id:8402
id:811	id:9738	id:811:id:9738
id:811	id:9770	id:811:id:9770
id:811	id:10075	id:10075:id:811
id:811	id:10181	id:10181:id:811
id:811	id:10783	id:10783:id:811
id:811	id:11031	id:11031:id:811
id:811	id:22974	id:22974:id:811
id:811	id:23125	id:23125:id:811
id:811	id:25886	id:25886:id:811
id:811	id:25941	id:25941:id:811
id:811	id:26108	id:26108:id:811
id:811	id:29968	id:29968:id:811
id:811	id:51011	id:51011:id:811
id:811	id:51078	id:51078:id:811
id:811	id:51588	id:51588:id:811
id:811	id:54495	id:54495:id:811
id:811	id:54813	id:54813:id:811
id:811	id:54952	id:54952:id:811
id:811	id:55194	id:55194:id:811
id:811	id:55892	id:55892:id:811
id:811	id:57461	id:57461:id:811
id:811	id:57506	id:57506:id:811
id:811	id:64102	id:64102:id:811
id:811	id:64283	id:64283:id:811
id:811	id:79174	id:79174:id:811
id:811	id:80320	id:80320:id:811
id:811	id:80726	id:80726:id:811
id:811	id:80764	id:80764:id:811
id:811	id:80864	id:80864:id:811
id:811	id:84106	id:811:id:84106
id:811	id:84229	id:811:id:84229
id:811	id:84901	id:811:id:84901
id:811	id:84933	id:811:id:84933
id:811	id:84991	id:811:id:84991
id:811	id:90427	id:811:id:90427
id:811	id:114548	id:114548:id:811
id:811	id:115827	id:115827:id:811
id:811	id:120400	id:120400:id:811
id:811	id:127703	id:127703:id:811
id:811	id:128153	id:128153:id:811
id:811	id:159091	id:159091:id:811
id:811	id:160140	id:160140:id:811
id:811	id:200734	id:200734:id:811
id:811	id:203068	id:203068:id:811
id:811	id:219333	id:219333:id:811
id:811	id:221756	id:221756:id:811
id:811	id:326625	id:326625:id:811
id:811	id:343263	id:343263:id:811
id:811	id:352999	id:352999:id:811
id:815	id:4088	id:4088:id:815
id:815	id:4681	id:4681:id:815
id:815	id:4860	id:4860:id:815
id:815	id:6464	id:6464:id:815
id:815	id:7374	id:7374:id:815
id:815	id:8611	id:815:id:8611
id:815	id:10043	id:10043:id:815
id:815	id:10200	id:10200:id:815
id:815	id:10813	id:10813:id:815
id:815	id:23542	id:23542:id:815
id:815	id:51699	id:51699:id:815
id:823	id:572	id:572:id:823
id:823	id:51727	id:51727:id:823
id:834	id:4088	id:4088:id:834
id:834	id:8611	id:834:id:8611
id:834	id:10043	id:10043:id:834
id:834	id:10200	id:10200:id:834
id:834	id:23542	id:23542:id:834
id:834	id:51699	id:51699:id:834
id:834	id:83941	id:834:id:83941
id:839	id:12	id:12:id:839
id:839	id:307	id:307:id:839
id:839	id:337	id:337:id:839
id:839	id:373	id:373:id:839
id:839	id:468	id:468:id:839
id:839	id:570	id:570:id:839
id:839	id:586	id:586:id:839
id:839	id:590	id:590:id:839
id:839	id:710	id:710:id:839
id:839	id:767	id:767:id:839
id:839	id:824	id:824:id:839
id:839	id:825	id:825:id:839
id:839	id:892	id:839:id:892
id:839	id:1018	id:1018:id:839
id:839	id:1031	id:1031:id:839
id:839	id:1211	id:1211:id:839
id:839	id:1280	id:1280:id:839
id:839	id:1417	id:1417:id:839
