gene_id_a	gene_symbol_a	gene_id_b	gene_symbol_b
3064	HTT_(wt)	7014	TERF2
3064	HTT_(wt)	7032	TFF2
3064	HTT_(wt)	7040	TGFB1
3064	HTT_(wt)	7052	TGM2
3064	HTT_(wt)	7070	THY1
3064	HTT_(wt)	7114	TMSB4X
3064	HTT_(wt)	7126	TNFAIP1
3064	HTT_(wt)	7148	TNXB
3064	HTT_(wt)	7157	TP53
3064	HTT_(wt)	7166	TPH1
3064	HTT_(wt)	7167	TPI1
3064	HTT_(wt)	7186	TRAF2
3064	HTT_(wt)	7189	TRAF6
3064	HTT_(wt)	7205	TRIP6
3064	HTT_(wt)	7265	TTC1
3064	HTT_(wt)	7291	TWIST1
3064	HTT_(wt)	7307	U2AF1
3064	HTT_(wt)	7311	UBA52
3064	HTT_(wt)	7316	UBC
3064	HTT_(wt)	7317	UBA1
3064	HTT_(wt)	7328	UBE2H
3064	HTT_(wt)	7329	UBE2I
3064	HTT_(wt)	7337	UBE3A
3064	HTT_(wt)	7341	SUMO1
3064	HTT_(wt)	7349	UCN
3064	HTT_(wt)	7353	UFD1L
3064	HTT_(wt)	7384	UQCRC1
3064	HTT_(wt)	7385	UQCRC2
3064	HTT_(wt)	7388	UQCRH
3064	HTT_(wt)	7408	VASP
3064	HTT_(wt)	7415	VCP
3064	HTT_(wt)	7416	VDAC1
3064	HTT_(wt)	7417	VDAC2
3064	HTT_(wt)	7419	VDAC3
3064	HTT_(wt)	7422	VEGFA
3064	HTT_(wt)	7428	VHL
3064	HTT_(wt)	7429	VIL1
3064	HTT_(wt)	7430	EZR
3064	HTT_(wt)	7431	VIM
3064	HTT_(wt)	7529	YWHAB
3064	HTT_(wt)	7533	YWHAH
3064	HTT_(wt)	7549	ZNF2
3064	HTT_(wt)	7692	ZNF133
3064	HTT_(wt)	7697	ZNF138
3064	HTT_(wt)	7704	ZBTB16
3064	HTT_(wt)	7732	RNF112
3064	HTT_(wt)	7733	ZNF180
3064	HTT_(wt)	7745	ZNF192
3064	HTT_(wt)	7746	ZNF193
3064	HTT_(wt)	7802	DNALI1
3064	HTT_(wt)	7846	TUBA1A
3064	HTT_(wt)	7873	MANF
3064	HTT_(wt)	7879	RAB7A
3064	HTT_(wt)	7915	ALDH5A1
3064	HTT_(wt)	8048	CSRP3
3064	HTT_(wt)	8065	CUL5
3064	HTT_(wt)	8189	SYMPK
3064	HTT_(wt)	8192	CLPP
3064	HTT_(wt)	8263	F8A1
3064	HTT_(wt)	8293	SERF1A
3064	HTT_(wt)	8294	HIST1H4I
3064	HTT_(wt)	8317	CDC7
3064	HTT_(wt)	8345	HIST1H2BH
3064	HTT_(wt)	8357	HIST1H3H
3064	HTT_(wt)	8379	MAD1L1
3064	HTT_(wt)	8382	NME5
3064	HTT_(wt)	8402	SLC25A11
3064	HTT_(wt)	8403	SOX14
3064	HTT_(wt)	8452	CUL3
3064	HTT_(wt)	8453	CUL2
3064	HTT_(wt)	8462	KLF11
3064	HTT_(wt)	8479	HIRIP3
3064	HTT_(wt)	8480	RAE1
3064	HTT_(wt)	8500	PPFIA1
3064	HTT_(wt)	8503	PIK3R3
3064	HTT_(wt)	8514	KCNAB2
3064	HTT_(wt)	8518	IKBKAP
3064	HTT_(wt)	8533	COPS3
3064	HTT_(wt)	8536	CAMK1
3064	HTT_(wt)	8539	API5
3064	HTT_(wt)	8546	AP3B1
3064	HTT_(wt)	8554	PIAS1
3064	HTT_(wt)	8564	KMO
3064	HTT_(wt)	8569	MKNK1
3064	HTT_(wt)	8604	SLC25A12
3064	HTT_(wt)	8605	PLA2G4C
3064	HTT_(wt)	8607	RUVBL1
3064	HTT_(wt)	8613	PPAP2B
3064	HTT_(wt)	8618	CADPS
3064	HTT_(wt)	8620	NPFF
3064	HTT_(wt)	8639	AOC3
3064	HTT_(wt)	8655	DYNLL1
3064	HTT_(wt)	8666	EIF3G
3064	HTT_(wt)	8668	EIF3I
3064	HTT_(wt)	8671	SLC4A4
3064	HTT_(wt)	8675	STX16
3064	HTT_(wt)	8678	BECN1
3064	HTT_(wt)	8692	HYAL2
3064	HTT_(wt)	8693	GALNT4
3064	HTT_(wt)	8721	EDF1
3064	HTT_(wt)	8760	CDS2
3064	HTT_(wt)	8766	RAB11A
3064	HTT_(wt)	8773	SNAP23+PKC-alpha WT
3064	HTT_(wt)	8775	NAPA
3064	HTT_(wt)	8851	CDK5R1
3064	HTT_(wt)	8861	LDB1
3064	HTT_(wt)	8878	SQSTM1
3064	HTT_(wt)	8894	EIF2S2
3064	HTT_(wt)	8930	MBD4
3064	HTT_(wt)	9026	HIP1R
3064	HTT_(wt)	9045	RPL14
3064	HTT_(wt)	9063	PIAS2
3064	HTT_(wt)	9086	EIF1AY
3064	HTT_(wt)	9093	DNAJA3
3064	HTT_(wt)	9114	ATP6V0D1
3064	HTT_(wt)	9134	CCNE2
3064	HTT_(wt)	9140	ATG12
3064	HTT_(wt)	9143	SYNGR3
3064	HTT_(wt)	9146	HGS
3064	HTT_(wt)	9181	ARHGEF2
3064	HTT_(wt)	9188	DDX21
3064	HTT_(wt)	9208	LRRFIP1
3064	HTT_(wt)	9217	VAPB
3064	HTT_(wt)	9249	DHRS3
3064	HTT_(wt)	9253	NUMBL
3064	HTT_(wt)	9276	COPB2
3064	HTT_(wt)	9322	TRIP10
3064	HTT_(wt)	9330	GTF3C3
3064	HTT_(wt)	9341	VAMP3
3064	HTT_(wt)	9342	SNAP29
3064	HTT_(wt)	9370	ADIPOQ
